months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,policy_bind_date_year,policy_bind_date_month,policy_bind_date_day,incident_date_year,incident_date_month,incident_date_day,policy_to_incident_days,fraud_reported
145,34,454758,IN,100/300,1000,1142.48,0,608813,FEMALE,JD,,sleeping,other-relative,0,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,northbend,8805 cherokee drive,18,1,YES,2,0,NO,52250,9500,4750,38000,suburu,legacy,2012,1990,5,20,2015,1,13,9004,0
199,38,206004,IL,250/500,1000,1281.25,0,467780,FEMALE,High School,,movie,other-relative,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,columbus,8941 solo ridge,6,1,NO,0,2,NO,44440,8080,4040,32320,bmw,x6,2007,1991,9,26,2015,2,4,8532,1
147,34,806081,IL,500/1000,1000,1275.81,0,472657,MALE,High School,sale,dancing,wife,0,-48300,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,columbus,7756 pine hwy,13,1,YES,2,2,NO,101010,15540,15540,69930,mercedes,ml350,1998,2011,2,1,2015,1,21,1450,0
137,35,153027,IN,250/500,500,1667.83,0,460586,MALE,JD,,paintball,husband,48500,-67400,Parked Car,Rear Collision,Minor Damage,Police,WV,northbrook,4447 francis hwy,4,1,YES,1,1,NO,6600,1200,1200,4200,jeep,grand cherokee,2005,2010,3,11,2015,2,4,1791,0
150,30,290162,IN,100/300,1000,1677.26,0,439690,MALE,College,sale,yachting,own-child,40100,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,WV,springfield,6378 britain ave,7,1,YES,1,3,YES,4590,510,510,3570,volkswagen,jetta,2013,1994,3,12,2015,1,10,7609,0
289,48,231127,IL,500/1000,500,1173.37,8000000,461744,FEMALE,PhD,,,own-child,0,-42700,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,springfield,1325 1st lane,1,1,NO,1,0,NO,42900,8580,0,34320,accura,tl,1999,1995,8,29,2015,1,9,7073,0
25,38,944953,OH,250/500,1000,1540.91,7000000,608807,MALE,College,,polo,wife,40900,0,Vehicle Theft,Rear Collision,Trivial Damage,nan,VA,northbend,1515 embaracadero st,0,1,NO,1,1,YES,4320,480,960,2880,toyota,corolla,1995,1995,12,7,2015,2,24,7019,0
269,44,187775,OH,100/300,500,1297.75,4000000,451280,FEMALE,JD,,chess,own-child,0,-41400,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,columbus,1830 sky st,15,3,NO,0,1,NO,98670,15180,15180,68310,chevrolet,tahoe,2010,2002,12,21,2015,2,1,4425,1
179,32,907012,OH,500/1000,2000,1246.68,0,440251,FEMALE,PhD,,movie,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,arlington,2646 mlk drive,10,1,NO,0,1,NO,53100,5900,5900,41300,suburu,impreza,2006,1996,12,15,2015,1,28,6618,0
362,50,114839,IL,250/500,500,1198.34,4000000,619735,MALE,Associate,sale,,wife,53000,-72500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,columbus,8655 cherokee lane,17,3,NO,1,1,NO,57060,6340,6340,44380,mercedes,e400,1995,2006,1,1,2015,1,7,3293,0
172,35,476923,IL,100/300,2000,1219.04,0,456602,MALE,MD,,paintball,own-child,63600,-68700,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,hillsdale,7380 5th hwy,19,3,NO,2,0,NO,79750,14500,14500,50750,nissan,pathfinder,1999,2004,9,19,2015,1,11,3766,0
313,50,116645,OH,100/300,2000,1255.62,0,603882,MALE,MD,,polo,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,northbrook,6206 3rd ridge,18,3,YES,2,1,YES,69000,13800,6900,48300,ford,f150,1995,2004,6,30,2015,2,2,3869,1
284,48,724752,IL,500/1000,500,958.3,0,464646,FEMALE,PhD,,exercise,husband,47900,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,columbus,6931 elm st,19,3,NO,0,0,NO,46860,8520,8520,29820,volkswagen,passat,1998,2008,5,16,2015,1,22,2442,0
65,29,476839,IL,250/500,1000,1726.91,0,456570,MALE,High School,,basketball,own-child,0,0,Vehicle Theft,Rear Collision,Trivial Damage,nan,VA,hillsdale,4453 best ave,14,1,NO,0,0,NO,7200,720,1440,5040,audi,a5,1999,1990,8,9,2015,1,28,8938,0
112,30,346940,OH,500/1000,1000,1166.54,0,479852,FEMALE,Masters,,sleeping,not-in-family,47700,-59300,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,arlington,9316 pine ave,3,1,YES,2,0,NO,107900,10790,21580,75530,dodge,neon,1997,2002,9,13,2015,1,21,4513,1
121,31,439341,IN,100/300,1000,1140.91,0,478388,MALE,Associate,,paintball,other-relative,51300,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,northbend,1030 pine lane,15,3,NO,1,2,NO,64300,6430,6430,51440,chevrolet,silverado,2002,1991,7,20,2015,2,15,8611,1
165,35,976908,IL,250/500,500,900.02,6000000,448466,MALE,College,,camping,own-child,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,springfield,9007 francis hwy,8,1,NO,1,3,YES,69700,6970,6970,55760,bmw,3 series,2008,2012,12,31,2015,2,24,785,0
114,30,488037,OH,250/500,1000,1173.25,0,442936,FEMALE,Masters,,dancing,husband,0,-34700,Vehicle Theft,Rear Collision,Minor Damage,nan,WV,arlington,4434 weaver st,3,1,NO,0,3,YES,4680,520,520,3640,chevrolet,malibu,2013,2007,7,11,2015,2,25,2786,0
126,30,267808,IL,500/1000,2000,916.13,0,431389,MALE,College,sale,golf,unmarried,55300,-58400,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,northbend,8862 maple ridge,16,3,YES,2,0,NO,74160,6180,12360,55620,mercedes,e400,2002,1998,9,10,2015,1,7,5963,0
183,38,439844,IL,250/500,500,1543.68,0,606988,FEMALE,Masters,,paintball,not-in-family,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,NC,hillsdale,5874 1st hwy,17,1,NO,0,1,YES,51920,9440,4720,37760,audi,a3,2001,2014,6,11,2015,1,24,227,1
116,31,615116,IN,250/500,500,1194.83,0,603733,FEMALE,MD,,camping,husband,28600,0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,riverwood,2037 5th drive,23,1,NO,0,0,NO,44200,4420,8840,30940,suburu,forrestor,1997,2008,11,9,2015,1,20,2263,0
273,41,954191,OH,500/1000,1000,1403.9,0,449793,FEMALE,PhD,,dancing,own-child,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,riverwood,9067 texas ave,16,2,NO,1,2,YES,44110,4010,8020,32080,honda,accord,2015,2010,2,17,2015,1,31,1809,0
101,27,326322,IL,250/500,1000,433.33,0,603269,MALE,Masters,,golf,other-relative,25900,0,Parked Car,Rear Collision,Minor Damage,nan,SC,hillsdale,6067 weaver ridge,7,1,NO,0,3,NO,5900,1180,590,4130,mercedes,e400,2009,2007,2,10,2015,1,2,2883,0
293,49,569245,IL,100/300,2000,1239.06,0,439360,FEMALE,JD,,skydiving,husband,34900,0,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,riverwood,2820 britain st,19,1,NO,1,1,NO,57310,5210,10420,41680,volkswagen,passat,2002,1995,12,5,2015,1,10,6976,0
81,25,524230,IN,100/300,500,920.3,5000000,461958,FEMALE,High School,,hiking,own-child,51000,-67900,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,hillsdale,9730 2nd hwy,11,3,NO,1,0,NO,73920,13440,6720,53760,honda,civic,2003,2014,2,23,2015,2,21,363,1
284,48,168260,OH,250/500,1000,1168.8,0,444232,FEMALE,JD,,movie,other-relative,0,-42400,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,northbrook,3660 andromedia hwy,11,1,NO,0,3,YES,35750,6500,3250,26000,mercedes,e400,2001,1991,3,1,2015,2,28,8765,0
48,35,890026,IL,100/300,500,1090.03,0,430232,FEMALE,JD,,golf,unmarried,0,-51000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,arlington,9286 oak ave,1,1,YES,0,2,NO,48400,9680,4840,33880,saab,92x,2005,2008,5,16,2015,1,30,2450,0
81,28,469874,IL,250/500,1000,1139.0,6000000,617858,FEMALE,Masters,sale,sleeping,husband,42400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,northbend,7756 solo drive,0,3,NO,1,2,NO,44730,4970,4970,34790,saab,92x,2000,2011,9,17,2015,1,14,1215,1
60,23,842643,OH,500/1000,500,1215.36,3000000,432220,MALE,MD,,reading,wife,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,northbend,6655 5th drive,9,1,YES,1,0,NO,56520,4710,9420,42390,saab,95,2000,1997,11,20,2015,1,22,6272,0
398,58,515050,OH,100/300,500,990.98,0,469429,FEMALE,Associate,,,wife,0,-57900,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,northbrook,1536 flute drive,18,1,YES,2,1,NO,99320,7640,15280,76400,accura,tl,2002,2000,11,16,2015,2,2,5191,1
114,30,584859,IL,100/300,1000,1558.29,0,472248,MALE,High School,,,wife,51400,-64000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,hillsdale,8353 britain ridge,1,3,NO,1,2,NO,77110,14020,14020,49070,suburu,impreza,2015,1992,4,4,2015,1,9,8315,0
147,33,129872,OH,100/300,1000,1334.15,6000000,479224,MALE,High School,,reading,not-in-family,53300,-49200,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,springfield,3104 sky drive,15,1,YES,2,0,YES,53100,10620,5310,37170,mercedes,c300,1995,2010,8,8,2015,1,24,1630,1
249,43,577858,OH,100/300,2000,1148.58,0,475524,FEMALE,MD,,golf,not-in-family,0,-71200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,arlington,6309 5th ave,4,3,YES,2,1,YES,57100,5710,5710,45680,honda,crv,2014,1990,9,16,2015,2,16,8919,0
264,47,687639,IN,250/500,2000,1181.46,10000000,601117,FEMALE,JD,,sleeping,other-relative,0,-67400,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,arlington,1655 francis hwy,16,4,YES,1,2,YES,62370,5670,5670,51030,dodge,neon,2001,2005,3,7,2015,2,12,3629,0
45,37,798579,IN,250/500,1000,1114.23,0,432534,MALE,College,,dancing,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,arlington,5459 mlk ave,1,1,YES,0,1,YES,52200,10440,5220,36540,nissan,pathfinder,2005,2011,12,19,2015,1,1,1109,0
136,32,686522,IN,100/300,500,1169.62,0,458143,FEMALE,JD,sale,yachting,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,arlington,7937 weaver ridge,6,1,YES,0,0,NO,55000,10000,10000,35000,toyota,camry,2008,2000,12,27,2015,2,4,5152,1
156,37,277767,OH,100/300,500,1080.13,0,606290,MALE,Associate,,reading,other-relative,0,-61000,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,PA,springfield,5778 pine ridge,15,3,YES,0,3,NO,41490,4610,4610,32270,nissan,pathfinder,2001,2010,6,28,2015,1,4,1651,0
398,55,815883,OH,250/500,2000,1305.26,0,455482,MALE,MD,,skydiving,wife,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,hillsdale,6440 rock lane,18,1,NO,1,3,YES,36740,3340,6680,26720,bmw,x5,1998,1991,7,2,2015,1,8,8591,1
261,45,249048,IL,250/500,1000,1254.18,0,457555,FEMALE,PhD,,kayaking,other-relative,0,-45100,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,columbus,6012 texas hwy,16,1,YES,0,1,NO,62590,11380,11380,39830,volkswagen,jetta,2003,2005,6,17,2015,1,11,3495,0
295,49,872814,IL,100/300,500,1141.62,0,451672,MALE,College,,kayaking,husband,34300,-24300,Vehicle Theft,Rear Collision,Minor Damage,nan,WV,columbus,8085 andromedia st,4,1,YES,1,3,YES,4320,480,480,3360,mercedes,e400,2002,1992,6,13,2015,1,1,8237,0
22,21,550127,IN,250/500,1000,1248.05,0,443550,FEMALE,High School,,movie,husband,37500,-54000,Multi-vehicle Collision,Rear Collision,Total Loss,Police,SC,arlington,9682 cherokee ridge,3,3,YES,1,2,NO,53280,5920,0,47360,chevrolet,malibu,2015,2007,7,4,2015,2,15,2783,0
231,43,655787,IL,250/500,2000,972.47,0,441981,MALE,College,,reading,wife,0,-58100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,PA,hillsdale,6522 apache drive,15,3,YES,2,2,YES,77100,7710,15420,53970,audi,a3,2010,2006,6,17,2015,2,1,3151,0
27,28,944537,OH,500/1000,1000,1074.47,0,465201,MALE,MD,,camping,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,WV,riverwood,1553 lincoln st,4,1,NO,2,0,NO,3200,400,400,2400,jeep,grand cherokee,2012,1992,7,23,2015,2,13,8240,0
94,26,215278,IN,100/300,500,722.66,0,433696,MALE,MD,,camping,husband,50300,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,OH,springfield,1705 weaver st,6,3,YES,1,2,YES,36700,3670,7340,25690,nissan,pathfinder,2010,2007,10,24,2015,1,23,2648,0
254,45,633375,IL,250/500,500,1083.64,0,614372,MALE,JD,,paintball,husband,59800,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,columbus,7630 rock drive,19,3,YES,0,0,NO,79680,13280,13280,53120,bmw,3 series,2004,2003,9,17,2015,2,27,4181,0
225,39,607259,OH,250/500,500,1390.72,0,448949,MALE,Masters,,paintball,other-relative,83900,-52100,Parked Car,Rear Collision,Trivial Damage,nan,SC,northbrook,7928 maple ridge,6,1,YES,2,1,YES,5830,1060,530,4240,nissan,pathfinder,2011,1996,4,8,2015,2,20,6892,0
208,41,501692,IN,100/300,1000,1134.68,0,464145,FEMALE,College,,chess,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,northbend,3926 rock lane,18,1,NO,2,2,NO,69300,6930,13860,48510,volkswagen,jetta,1996,2014,6,24,2015,1,20,210,0
235,39,836349,IL,500/1000,2000,1453.61,4000000,619570,MALE,JD,,yachting,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,NC,hillsdale,5663 oak lane,10,1,NO,0,3,NO,60320,9280,9280,41760,chevrolet,tahoe,2012,2013,5,1,2015,1,13,622,1
276,47,803294,IN,100/300,1000,1724.09,0,615712,MALE,PhD,,yachting,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,arlington,8917 tree ridge,23,3,YES,0,0,NO,65780,5980,11960,47840,chevrolet,tahoe,2014,1993,6,18,2015,1,12,7878,0
156,37,371635,OH,500/1000,1000,1086.48,6000000,444903,MALE,Associate,,hiking,unmarried,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,northbrook,8064 4th ave,17,3,NO,1,1,YES,77440,14080,7040,56320,suburu,legacy,1999,1991,10,13,2015,1,16,8496,0
256,42,860497,IL,500/1000,1000,1286.44,0,460564,FEMALE,MD,,,wife,0,-39500,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,northbend,2980 sky ridge,14,1,NO,2,1,NO,75500,7550,15100,52850,nissan,ultima,1998,1992,4,10,2015,1,22,8322,0
186,38,536052,OH,250/500,2000,1218.56,0,477373,FEMALE,Masters,,,husband,39300,-60300,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,arlington,4642 rock ridge,23,3,YES,2,2,NO,68760,11460,5730,51570,saab,95,1998,2006,4,21,2015,3,1,3236,1
310,48,670142,IN,100/300,500,1516.34,0,474167,FEMALE,JD,,sleeping,unmarried,11000,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,springfield,2823 weaver lane,11,4,YES,0,2,NO,59400,13200,6600,39600,saab,93,1996,1999,8,6,2015,1,4,5630,1
352,53,993840,IL,250/500,500,1793.16,0,619166,MALE,Associate,,exercise,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NC,riverwood,9369 flute hwy,23,1,YES,2,2,NO,68750,12500,6250,50000,chevrolet,malibu,2009,2013,7,12,2015,1,15,552,0
90,31,524215,OH,250/500,2000,951.27,0,607131,FEMALE,PhD,,hiking,not-in-family,42100,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,hillsdale,8845 5th ave,2,1,YES,1,0,YES,75790,13780,6890,55120,accura,rsx,2007,1990,6,24,2015,1,6,8962,0
276,45,749325,IL,500/1000,500,948.1,0,430621,FEMALE,High School,,reading,wife,44500,-61400,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,columbus,9422 washington ridge,11,3,NO,0,2,NO,69300,13860,6930,48510,ford,escape,2010,2000,3,22,2015,1,6,5403,0
169,34,725330,IN,100/300,500,1469.75,0,458132,FEMALE,JD,sale,reading,not-in-family,0,-57600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,arlington,1386 britain st,0,1,NO,0,0,YES,38700,7740,3870,27090,volkswagen,passat,2012,1996,7,21,2015,1,16,6753,0
249,43,547802,IL,250/500,1000,1518.46,0,606238,FEMALE,MD,,,own-child,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,riverwood,2201 4th lane,16,1,NO,0,0,YES,53500,5350,5350,42800,saab,92x,2015,2013,9,3,2015,1,26,510,0
244,40,226725,IN,500/1000,2000,1304.67,7000000,605408,MALE,Masters,,,other-relative,0,-45000,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,hillsdale,8809 flute st,5,3,NO,1,1,NO,61490,5590,11180,44720,dodge,ram,2001,1999,8,11,2015,1,10,5631,0
167,36,287489,IL,100/300,1000,949.44,0,448603,FEMALE,Masters,,camping,other-relative,0,-38400,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,springfield,2756 britain hwy,22,3,NO,0,0,NO,69680,8710,8710,52260,mercedes,ml350,2008,1994,2,3,2015,1,19,7655,1
